INSTANCE_NAME,IP,MACHINE_TYPE,CPU,MEMORY,DISK,STATUS,PROJECT,ENV,ENGAGEMENT,COST_CENTER,Running_hours
subscription-dev-rmq-slave,10.143.3.3,n2-standard-4,4,16.0 GB,50 GB,RUNNING,jiose,dev,se-dev,jiose-dev,308
tambola-admin,10.3.2.25,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-folic-dev-2,10.2.3.75,e2-medium,2,4.0 GB,40 GB,RUNNING,jioengage,dev,diy,bigticket-dev,308
tambola-frolic-admin-1,10.3.2.226,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola-frolic,bigticket-prod,720
tambola-frolic-api,10.3.16.153,e2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola-frolic,bigticket-prod,720
tambola-frolic-api-2,10.3.16.150,e2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-frolic-api-3,10.3.16.151,e2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-frolic-api-4,10.3.16.152,e2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-frolic-ha1,10.3.8.25,e2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,tambola-frolic,bigticket-prod,720
tambola-frolic-ha2,10.3.8.24,e2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,tambola-frolic,bigticket-prod,720
tambola-frolic-mongo-master-1,10.3.1.52,n2-custom-4-8192,4,8.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-frolic-mongo-replica-1,10.3.1.51,n2-custom-4-8192,4,8.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-frolic-rabbitmq-1,10.3.3.29,n2-custom-2-4096,2,4.0 GB,30 GB,RUNNING,jioengage,prod,tambola-frolic,bigticket-prod,720
tambola-frolic-redis-1,10.3.4.42,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,prod,,brand-prod,720
tambola-ha,10.3.8.3,e2-micro,2,1.0 GB,30 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-ha-2,10.3.9.47,e2-micro,2,1.0 GB,30 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-ha-3,10.3.9.48,e2-micro,2,1.0 GB,30 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola-ha-4,10.3.9.49,e2-micro,2,1.0 GB,30 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola-ha-5,10.3.9.50,e2-micro,2,1.0 GB,30 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola-mongo,10.3.1.8,e2-standard-4,4,16.0 GB,150 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-sc,10.3.16.9,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-sc-10,10.3.16.206,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola-sc-2,10.3.16.198,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-sc-3,10.3.16.199,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-sc-4,10.3.16.200,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola-sc-5,10.3.16.201,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola-sc-6,10.3.16.202,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola-sc-7,10.3.16.203,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola-sc-8,10.3.16.204,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola-sc-9,10.3.16.205,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola3-admin,10.3.2.49,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola3-admin-testing,10.2.3.61,n2-custom-2-4096,2,4.0 GB,30 GB,TERMINATED,jioengage,dev,tambola,devops,308
tambola3-ha,10.3.8.9,n2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola3-ha-2,10.3.8.18,n2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola3-ha-3,10.3.8.176,n2-highcpu-2,2,2.0 GB,30 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola3-ha-4,10.3.8.195,n2-highcpu-2,2,2.0 GB,30 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola3-ha-5,10.3.8.197,n2-highcpu-2,2,2.0 GB,30 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola3-ha-jenkins,10.2.3.67,e2-small,2,2.0 GB,30 GB,TERMINATED,jioengage,dev,tambola,devops,308
tambola3-mongo-master,10.3.1.25,n2-custom-4-8192,4,8.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola3-mongo-replica,10.3.1.26,n2-custom-4-8192,4,8.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola3-sc-1,10.3.17.138,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola3-sc-10,10.3.17.157,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola3-sc-2,10.3.17.137,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola3-sc-3,10.3.17.150,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola3-sc-4,10.3.17.151,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,tambola,bigticket-prod,720
tambola3-sc-5,10.3.17.152,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola3-sc-6,10.3.17.153,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola3-sc-7,10.3.17.154,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola3-sc-8,10.3.17.155,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola3-sc-9,10.3.17.156,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,tambola,bigticket-prod,720
tambola3-sc-jenkins,10.2.3.55,n2-custom-2-4096,2,4.0 GB,30 GB,TERMINATED,jioengage,dev,tambola,devops,308
transcode-server-gpu-prod-spot-instance-group-zztg,10.146.1.14,n1-standard-2,2,7.5 GB,500 GB,RUNNING,jiogames,prod,,,720
transcode-server-gpu-stage-spot-instance-group-1-3g4x,10.147.1.77,custom-1-4096,1,4.0 GB,300 GB,RUNNING,jiogames,stage,watch,jiowatch-stage,308
transcode-server-gpu-stage-spot-instance-group-1-tll5,10.147.1.92,custom-2-4096,2,4.0 GB,300 GB,RUNNING,jiogames,stage,watch,jiowatch-stage,308
twemproxy-1,10.3.8.4,e2-medium,2,4.0 GB,30 GB,TERMINATED,jioengage,prod,common,devops,720
ugc-admin,10.3.2.26,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,ugc,brand-prod,720
ugc-appserver,10.3.16.10,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,ugc,brand-prod,720
ugc-appserver-1,10.3.16.208,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,ugc,brand-prod,720
ugc-appserver-2,10.3.16.207,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,ugc,brand-prod,720
ugc-rabbitmq,10.3.3.10,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,prod,ugc,brand-prod,720
ugc-redis,10.3.4.29,n2-custom-2-4096,2,4.0 GB,30 GB,RUNNING,jioengage,prod,ugc,brand-prod,720
voting1-admin-1,10.3.2.37,e2-small,2,2.0 GB,50 GB,RUNNING,jioengage,prod,bigboss,brand-prod,720
voting1-admin-2,10.3.2.38,e2-small,2,2.0 GB,50 GB,RUNNING,jioengage,prod,bigboss,brand-prod,720
voting1-appserver-1,10.3.16.185,e2-highcpu-4,4,4.0 GB,100 GB,RUNNING,jioengage,prod,bigboss,brand-prod,720
voting1-appserver-10,10.3.17.180,n2-standard-16,16,64.0 GB,1024 GB,TERMINATED,jioengage,prod,bigboss,brand-prod,720
voting1-appserver-2,10.3.16.186,e2-highcpu-4,4,4.0 GB,100 GB,RUNNING,jioengage,prod,bigboss,brand-prod,720
voting1-appserver-3,10.3.17.173,n2-standard-16,16,64.0 GB,1024 GB,TERMINATED,jioengage,prod,bigboss,brand-prod,720
voting1-appserver-4,10.3.17.174,n2-standard-16,16,64.0 GB,1024 GB,TERMINATED,jioengage,prod,bigboss,brand-prod,720
voting1-appserver-5,10.3.17.175,n2-standard-16,16,64.0 GB,1024 GB,TERMINATED,jioengage,prod,bigboss,brand-prod,720
voting1-appserver-6,10.3.17.176,n2-standard-16,16,64.0 GB,1024 GB,TERMINATED,jioengage,prod,bigboss,brand-prod,720
voting1-appserver-7,10.3.17.177,n2-standard-16,16,64.0 GB,1024 GB,TERMINATED,jioengage,prod,bigboss,brand-prod,720
voting1-appserver-8,10.3.17.178,n2-standard-16,16,64.0 GB,1024 GB,TERMINATED,jioengage,prod,bigboss,brand-prod,720
voting1-appserver-9,10.3.17.179,n2-standard-16,16,64.0 GB,1024 GB,TERMINATED,jioengage,prod,bigboss,brand-prod,720
voting1-rabbitmq,10.3.3.15,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,prod,bigboss,brand-prod,720
voting1-redis-1,10.3.4.25,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,prod,bigboss,brand-prod,720
voting1-redis-2,10.3.4.26,e2-custom-2-4096,2,4.0 GB,30 GB,RUNNING,jioengage,prod,bigboss,brand-prod,720
watchparty-engage-appserver-1,10.3.17.184,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,watchparty,bigticket-prod,720
watchparty-engage-appserver-2,10.3.16.3,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,watchparty,bigticket-prod,720
watchparty-engage-mongo-master,10.3.1.38,n2-standard-4,4,16.0 GB,100 GB,RUNNING,jioengage,prod,watchparty,bigticket-prod,720
watchparty-engage-mongo-replica,10.3.1.39,n2-standard-4,4,16.0 GB,100 GB,RUNNING,jioengage,prod,watchparty,bigticket-prod,720
watchparty-engage-prod-redis,10.3.4.34,n2-custom-2-4096,2,4.0 GB,30 GB,RUNNING,jioengage,prod,watchparty,bigticket-prod,720
watchparty-engage-rabbitmq,10.3.3.22,n2-highcpu-2,2,2.0 GB,50 GB,RUNNING,jioengage,prod,watchparty,bigticket-prod,720
watchparty-poc-appserver-1,10.3.16.57,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,watchparty,bigticket-prod,720
watchparty-poc-appserver-2,10.3.16.58,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,watchparty,bigticket-prod,720
watchparty-poc-mongo-master,10.3.1.40,n2-standard-8,8,32.0 GB,100 GB,RUNNING,jioengage,prod,watchparty,bigticket-prod,720
watchparty-poc-mongo-replica,10.3.1.41,n2-standard-4,4,16.0 GB,100 GB,RUNNING,jioengage,prod,watchparty,bigticket-prod,720
watchparty-poc-rabbitmq,10.3.3.25,n2-highcpu-2,2,2.0 GB,50 GB,RUNNING,jioengage,prod,watchparty,bigticket-prod,720
watchparty-poc-redis,10.3.4.40,n2-custom-2-4096,2,4.0 GB,30 GB,RUNNING,jioengage,prod,watchparty,bigticket-prod,720
xp-dev,10.2.3.11,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,dev,profile,bigticket-dev,308
gke-asia-south1-analytic-default-pool-20fe1af4-1kwx,10.11.3.25,n1-standard-2,2,7.5 GB,100 GB,RUNNING,analytics,prod,,,720
gke-asia-south1-analytic-default-pool-20fe1af4-99fk,10.11.3.24,n1-standard-2,2,7.5 GB,100 GB,RUNNING,analytics,prod,,,720
gke-asia-south1-analytic-default-pool-20fe1af4-9epg,10.11.3.23,n1-standard-2,2,7.5 GB,100 GB,RUNNING,analytics,prod,,,720
gke-jioml-2-0-gke-ml-train-predict-pr-54770aa5-azhm,10.140.16.61,n2-standard-8,8,32.0 GB,100 GB,RUNNING,hellojio,prod,hellojio,hellojio-prod,720
gke-jioml-2-0-gke-ml-train-predict-pr-54770aa5-mo67,10.140.16.59,n2-standard-8,8,32.0 GB,100 GB,RUNNING,hellojio,prod,hellojio,hellojio-prod,720
gke-jioml-2-0-gke-ml-train-predict-pr-54770aa5-qlrm,10.140.31.195,n2-standard-8,8,32.0 GB,100 GB,RUNNING,hellojio,prod,hellojio,hellojio-prod,720
gke-jiose-prod-digi-ot-jiose-digi-ott-420a69c1-12qe,176.0.4.63,n2-standard-8,8,32.0 GB,350 GB,RUNNING,jiose,prod,se-prod,jiose-prod,720
gke-jiose-prod-digi-ot-jiose-digi-ott-420a69c1-4vrn,176.0.4.192,n2-standard-8,8,32.0 GB,350 GB,RUNNING,jiose,prod,se-prod,jiose-prod,720
gke-jiose-prod-digi-ot-jiose-digi-ott-420a69c1-6ty0,176.0.4.195,n2-standard-8,8,32.0 GB,350 GB,RUNNING,jiose,prod,se-prod,jiose-prod,720
gke-jiose-prod-digi-ot-jiose-digi-ott-420a69c1-ev1h,176.0.4.193,n2-standard-8,8,32.0 GB,350 GB,RUNNING,jiose,prod,se-prod,jiose-prod,720
gke-jiose-prod-digi-ot-jiose-digi-ott-420a69c1-istx,176.0.4.196,n2-standard-8,8,32.0 GB,350 GB,RUNNING,jiose,prod,se-prod,jiose-prod,720
gke-jiose-prod-digi-ot-jiose-digi-ott-420a69c1-v0xl,176.0.4.194,n2-standard-8,8,32.0 GB,350 GB,RUNNING,jiose,prod,se-prod,jiose-prod,720
inst-export-disk-image-export-ext-export-disk-xt372,176.0.3.8,n1-highcpu-4,4,3.599609375 GB,10 GB,RUNNING,analytics,prod,analytics,analytics-prod,720
jio-se-eat-migration-db,172.2.0.12,n2-standard-16,16,64.0 GB,300 GB,TERMINATED,jiose,dev,se-eat,jiose-eat,
jio-se-fttx-dev-eat,172.0.0.29,n2-highcpu-32,32,32.0 GB,50 GB,TERMINATED,jiose,dev,se-eat,jiose-eat,
jio-se-fttx-dev-nginx,172.0.0.26,e2-standard-2,2,8.0 GB,30 GB,TERMINATED,jiose,dev,se-eat,jiose-eat,
jio-se-fttx-dev-oracle,172.2.0.11,n2-standard-8,8,32.0 GB,100 GB,TERMINATED,jiose,dev,se-eat,jiose-eat,
jio-se-fttx-dev-rabbitmq,172.2.0.5,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,jiose,dev,se-eat,jiose-eat,
jio-se-fttx-dev-redis,172.2.0.8,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,jiose,dev,se-eat,jiose-eat,
jio-se-mobility-dev-eat,172.0.0.28,n2-highcpu-32,32,32.0 GB,50 GB,TERMINATED,jiose,dev,se-eat,jiose-eat,
jio-se-mobility-dev-nginx,172.0.0.25,e2-standard-2,2,8.0 GB,30 GB,TERMINATED,jiose,dev,se-eat,jiose-eat,
jio-se-mobility-dev-oracle,172.2.0.10,n2-standard-8,8,32.0 GB,100 GB,TERMINATED,jiose,dev,se-eat,jiose-eat,
jio-se-mobility-dev-rabbitmq,172.2.0.4,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,jiose,dev,se-eat,jiose-eat,
jio-se-mobility-dev-redis,172.2.0.7,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,jiose,dev,se-eat,jiose-eat,
jio-se-vas-dev-eat,172.0.0.27,n2-highcpu-16,16,16.0 GB,50 GB,TERMINATED,jiose,dev,se-eat,jiose-eat,
jio-se-vas-dev-nginx,172.0.0.24,e2-standard-2,2,8.0 GB,30 GB,TERMINATED,jiose,dev,se-eat,jiose,
jio-se-vas-dev-oracle,172.2.0.9,n2-standard-8,8,32.0 GB,100 GB,TERMINATED,jiose,dev,se-eat,jiose-eat,
jio-se-vas-dev-rabbitmq,172.2.0.3,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,jiose,dev,se-eat,jiose,
jio-se-vas-dev-redis,172.2.0.6,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,jiose,dev,se-eat,jiose-eat,
jiose-chargeit,176.0.1.3,e2-standard-4,4,16.0 GB,50 GB,RUNNING,jiose,prod,se-prod,jiose-prod,720
jiose-dev-bastion,172.1.0.2,e2-small,2,2.0 GB,10 GB,RUNNING,jiose,dev,se-eat,jiose,
jiose-dig-ott-gw-ora-act,176.0.2.12,n2-standard-48,48,192.0 GB,100 GB,TERMINATED,jiose,prod,se-prod,jiose-prod,720
jiose-dig-ott-gw-ora-pas,176.0.2.13,n2-standard-48,48,192.0 GB,100 GB,TERMINATED,jiose,prod,se-prod,jiose-prod,720
jiose-dig-ott-gw-redis-mas,176.0.2.6,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,jiose,prod,se-prod,jiose-prod,720
jiose-dig-ott-gw-redis-sla-1,176.0.2.7,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,jiose,prod,se-prod,jiose-prod,720
jiose-dig-ott-gw-redis-sla-2,176.0.2.8,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,jiose,prod,se-prod,jiose-prod,720
jiose-dig-ott-gw-rmq-mas,176.0.3.4,n2-standard-8,8,32.0 GB,100 GB,TERMINATED,jiose,prod,se-prod,jiose-prod,720
jiose-dig-ott-gw-rmq-sla,176.0.3.5,n2-standard-8,8,32.0 GB,100 GB,TERMINATED,jiose,prod,se-prod,jiose-prod,720
jiose-dig-ott-nginx-1,176.0.3.6,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,jiose,prod,se-prod,jiose-prod,720
jiose-dig-ott-nginx-2,176.0.3.7,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,jiose,prod,se-prod,jiose-prod,720
jiose-dig-ott-ora-active,176.0.2.2,n2-standard-48,48,192.0 GB,100 GB,TERMINATED,jiose,prod,se-prod,jiose-prod,720
jiose-dig-ott-ora-passive,176.0.2.11,n2-standard-48,48,192.0 GB,100 GB,TERMINATED,jiose,prod,se-prod,jiose-prod,720
jiose-dig-ott-redis-master,176.0.2.3,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,jiose,prod,se-prod,jiose-prod,720
jiose-dig-ott-redis-slave-1,176.0.2.4,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,jiose,prod,se-prod,jiose-prod,720
jiose-dig-ott-redis-slave-2,176.0.2.9,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,jiose,prod,se-prod,jiose,720
jiose-dig-ott-rmq-master,176.0.3.2,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,jiose,prod,se-prod,jiose-prod,720
jiose-dig-ott-rmq-slave,176.0.3.3,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,jiose,prod,se-prod,jiose-prod,720
jiose-infosec-scan-vm,176.0.1.4,n2-standard-8,8,32.0 GB,50 GB,TERMINATED,jiose,prod,se-prod,jiose-prod,720
jiose-prod-bastion,176.0.1.2,e2-medium,2,4.0 GB,20 GB,RUNNING,jiose,prod,se-prod,jiose-prod,720
se-oracle,172.2.0.2,e2-standard-2,2,8.0 GB,50 GB,RUNNING,jiose,dev,se-dev,jiose,308
sub-dev-test,10.143.0.4,e2-medium,2,4.0 GB,20 GB,TERMINATED,analytics,dev,analytics,analytics-dev,308
test,10.143.0.5,e2-small,2,2.0 GB,20 GB,TERMINATED,,,,,
jiose-prod-bastion,176.0.1.2,e2-medium,2,4.0 GB,20 GB,RUNNING,jiose,prod,se-prod,jiose-prod,730
